,state,county,city,date,description,adl_id,fips_county,CountyState
416,IL,Cook,orland park,2019-03-01,"ongoing anti-semitic harassment of a boy in a junior high school by his peers, that included anti-semitic messages sent via snapchat.",9631,17031,Cook County IL
417,IL,Cook,river forest,2018-11-01,swastika graffiti discovered in the bathroom at a high school.,6896,17031,Cook County IL
418,IL,Cook,wilmette,2019-07-01,"swastika and ""kill jews"" graffitied together with bomb threat at middle school.",10377,17031,Cook County IL
419,IL,Cook,wilmette,2019-10-01,students at wilmette junior high school reported that a swastika had been drawn in one of the school bathrooms.,10503,17031,Cook County IL
420,IL,Lake,antioch,2018-09-01,jewish boy received anti-semitic death threats from classmates in school via social media.,6404,17097,Lake County IL
421,IL,Lake,grayslake,2019-08-01,high school science teacher made insensitive comments about the holocaust in presence of jewish student.,9915,17097,Lake County IL
422,IL,Lake,hawthorn woods,2019-04-01,middle school student targeted a jewish classmate with anti-semitic jokes and rhetoric.,9702,17097,Lake County IL
423,IL,Lake,lake zurich,2019-12-01,a large swastika was spray-painted on the exterior wall at seth paine elementary school.,12301,17097,Lake County IL
424,IL,McLean,normal,2019-03-01,"a swastika and the message, ""i hate minorities"" was written on the walls and lockers at a high school.",10132,17113,McLean County IL
425,IL,Will,plainfield,2019-12-01,"after a jewish student brought a menorah to school for hanukkah, a classmate passed him a note with a swastika on it.",12135,17197,Will County IL
426,IN,Boone,zionsville,2019-01-01,students at zionsville community high school posted a photo of themselves on social media doing the nazi salute.,9509,18011,Boone County IN
427,IN,Floyd,floyds knobs,2018-08-01,swastika vandalism and homophobic slurs were graffitied onto a school bus parked at an elementary school.,6368,18043,Floyd County IN
428,IN,Marion,indianapolis,2018-09-01,swastika graffiti was discovered inside a bathroom at a high school.,6474,18097,Marion County IN
429,IN,Monroe,bloomington,2019-01-01,anti-semitic messages were written on a bathroom stall in a restroom at bloomington high school.,10027,18105,Monroe County IN
430,IN,Monroe,bloomington,2019-01-01,"anti-semitic vandalism that included swastikas and the message ""kill jews"" was written in a bathroom at a high school.",10028,18105,Monroe County IN
431,KY,Bullitt,mount washington,2019-05-01,"a jewish student was stabbed with a pencil three times and called an ""ugly jew"" and ""loser jew,"" the student was also told ""wish you were dead, jew"" by another student at school.",10563,21029,Bullitt County KY
432,KY,Bullitt,mount washington,2019-05-01,"a jewish student was stabbed with a pencil three times and called an ""ugly jew"" and ""loser jew,"" the student was also told ""wish you were dead, jew"" by another student at school.",11774,21029,Bullitt County KY
433,KY,Fayette,lexington,2017-01-01,swastika found in restroom at high school.,3405,21067,Fayette County KY
434,KY,Oldham,goshen,2017-08-01,swastika graffiti was discovered on a student's car at a high school.,3407,21185,Oldham County KY
435,LA,East Baton Rouge Parish,baton rouge,2018-05-01,"students at a high school made derogatory statements and gave ""heil hitler"" salutes to a jewish student and her friend.",6042,22033,East Baton Rouge Parish County LA
436,LA,Jefferson Parish,westwego,2018-12-01,jewish student victim of anti-semitic bullying.,6976,22051,Jefferson Parish County LA
437,LA,Lafayette Parish,lafayette,2019-03-01,"jewish student was bullied by peers at school who told him to ""go back to the concentration camps.",9633,22055,Lafayette Parish County LA
438,LA,Lafayette Parish,lafayette,2019-11-01,"jewish middle school student was told she should ""go back to the ovens"" when she said she was cold.",10859,22055,Lafayette Parish County LA
439,LA,Orleans Parish,new orleans,2018-11-01,school peer drew a swastika on a piece of paper in front of jewish classmate.,6788,22071,Orleans Parish County LA
440,LA,Orleans Parish,new orleans,2019-04-01,"a student at an elementary school repeatedly did the sieg heil and stated ""for the fuehrer.""",9707,22071,Orleans Parish County LA
441,MA,Barnstable,eastham,2019-08-01,anti-semitic bullying of high school student.,9917,25001,Barnstable County MA
442,MA,Berkshire,great barrington,2019-10-01,"a student at monument valley regional middle school made a ""hit list"" of jewish students and threatened to ""kill all the jews.""",10831,25003,Berkshire County MA
443,MA,Bristol,easton,2019-05-01,"a middle school student was given a note with swastika drawings by a student who also did the nazi salute and said ""heil hitler.""",9775,25005,Bristol County MA
444,MA,Bristol,easton,2019-05-01,swastika vandalism discovered in a bathroom at a high school.,10267,25005,Bristol County MA
445,MA,Essex,andover,2018-10-01,a swastika chalked on steps near a basketball court and playground at a school.,6633,25009,Essex County MA
446,MA,Essex,beverly,2019-01-01,a swastika was sketched into a desk at a high school.,10032,25009,Essex County MA
447,MA,Essex,boxford,2018-11-01,swastika vandalism discovered in a high school bathroom.,6898,25009,Essex County MA
448,MA,Essex,boxford,2018-11-01,swastika vandalism discovered in a high school bathroom.,6897,25009,Essex County MA
449,MA,Essex,boxford,2018-11-01,a number of swastikas were discovered in a high school over the course of two weeks.,6895,25009,Essex County MA
450,MA,Essex,boxford,2018-11-01,swastika vandalism discovered in a high school bathroom.,6894,25009,Essex County MA
451,MA,Essex,georgetown,2016-05-01,swastika drawn on football field at middle school.,968,25009,Essex County MA
452,MA,Essex,georgetown,2019-02-01,a custodian discovered swastika graffiti in a bathroom at georgetown middle high school.,10084,25009,Essex County MA
453,MA,Essex,marblehead,2016-01-01,photo of swastika made of pennies circulated on social media at a high school.,1498,25009,Essex County MA
454,MA,Essex,marblehead,2016-04-01,swastika carved into school bleachers.,1497,25009,Essex County MA
455,MA,Essex,marblehead,2016-06-01,"parent at high school softball game yelled ""beat those jews"" at player on opposing team.",1499,25009,Essex County MA
456,MA,Essex,marblehead,2017-08-01,swastika drawn in the dirt at marblehead high school's softball field.,3521,25009,Essex County MA
457,MA,Essex,newburyport,2018-10-01,"a student at a middle school proclaimed ""i am not going to sit there, that's the chair for jews!""",6568,25009,Essex County MA
458,MA,Essex,newburyport,2019-05-01,a student at newburyport high school made the nazi salute while standing near two jewish students. the same student also altered the school's song to praise hitler.,9779,25009,Essex County MA
459,MA,Essex,swampscott,2019-03-01,a student at a middle school made anti-semitic remarks to a jewish student about gas chambers.,9635,25009,Essex County MA
460,MA,Franklin,colrain,2016-11-01,jewish elementary school student told by another student that jewish people are an inferior species.,618,25011,Franklin County MA
461,MA,Franklin,deerfield,2018-02-01,drawing of a swastika discovered on a path on school grounds.,5674,25011,Franklin County MA
462,MA,Hampden,agawam,2018-12-01,jewish boy victim of anti-semitic harassment by other students at his gymnasium.,7027,25013,Hampden County MA
463,MA,Hampden,east longmeadow,2018-12-01,jewish students were verbally harassed and called anti-semitic names on the school bus.,7014,25013,Hampden County MA
464,MA,Hampden,longmeadow,2016-06-01,photo in middle school yearbook showed student performing the nazi salute.,1346,25013,Hampden County MA
465,MA,Hampden,springfield,2018-06-01,"a teacher was harassed by a student who repeatedly called her ""jew"" in a derogatory way.",6111,25013,Hampden County MA
466,MA,Hampden,wilbraham,2019-12-01,a jewish high school student was added to a snapchat group with a swastika as the group name. members of this snapchat group subsequently sent anti-semitic images and messages to the jewish student.,12200,25013,Hampden County MA
467,MA,Hampshire,amherst,2016-12-01,anti-semitic jokes and incidents at middle school.,53,25015,Hampshire County MA
468,MA,Hampshire,amherst,2018-12-01,a swastika was taped to the back of a student at a high school.,7029,25015,Hampshire County MA
469,MA,Middlesex,acton,2018-06-01,"anti-semitic graffiti that included a jewish star, ""jude,"" and two x's was found on an athletic storage trailer at a high school.",6152,25017,Middlesex County MA
470,MA,Middlesex,arlington,2016-03-01,swastika and racist graffiti found at middle school.,79,25017,Middlesex County MA
471,MA,Middlesex,arlington,2018-02-01,"anti-semitic graffiti including swastikas, discovered in a boys bathroom at ottoson middle school.",5652,25017,Middlesex County MA
472,MA,Middlesex,arlington,2018-05-01,homophobic and anti-semitic graffiti was found in the faculty parking lot of a high school.,6048,25017,Middlesex County MA
473,MA,Middlesex,arlington,2018-12-01,jewish student received an anti-semitic message on snapchat in response to a snapchat message of a menorah.,7013,25017,Middlesex County MA
474,MA,Middlesex,arlington,2019-10-01,anti-semitic graffiti and messages found in a bathroom at ottoson middle school.,10507,25017,Middlesex County MA
475,MA,Middlesex,ashland,2018-01-01,"jewish student victim of anti-semitic harassment and bullying, told by another student that jews are cheap and control the banks.",5515,25017,Middlesex County MA
476,MA,Middlesex,billerica,2016-11-01,swastika graffitied on school building.,809,25017,Middlesex County MA
477,MA,Middlesex,cambridge,2016-12-01,anti-semitic graffiti including swastikas drawings and hateful language discovered in high school bathroom.,448,25017,Middlesex County MA
478,MA,Middlesex,cambridge,2019-10-01,swastika vandalism discovered at cambridge rindge and latin school.,10505,25017,Middlesex County MA
479,MA,Middlesex,dracut,2018-02-01,three swastika drawings discovered in bathrooms at a middle school.,5649,25017,Middlesex County MA
480,MA,Middlesex,framingham,2016-03-01,"middle school students made anti-semitic remarks, blamed jews and israel for 9/11 terrorist attacks.",924,25017,Middlesex County MA
481,MA,Middlesex,framingham,2016-12-01,"high school hockey player victim of anti-semitic ""jokes"" while being hazed.",925,25017,Middlesex County MA
482,MA,Middlesex,framingham,2017-03-01,bomb threat - metrowest jewish day school,3456,25017,Middlesex County MA
483,MA,Middlesex,framingham,2019-05-01,"a swastika and a ""vague, threatening message"" was discovered inside a bathroom at keefe technical high school.",10268,25017,Middlesex County MA
484,MA,Middlesex,framingham,2019-10-01,"students at christa mcauliffe charter school created an anti-semitic snapchat group called ""kill the jews,"" which they then sent to jewish and non-jewish students. they also posted anti-semitic messages using words like ""kike.""",9999,25017,Middlesex County MA
485,MA,Middlesex,lexington,2018-05-01,swastika vandalism at elementary school.,6086,25017,Middlesex County MA
486,MA,Middlesex,lexington,2018-05-01,a swastika was drawn on a toilet paper dispenser in a bathroom at a high school.,6069,25017,Middlesex County MA
487,MA,Middlesex,malden,2018-11-01,swastika vandalism discovered in an elevator at a high school.,6827,25017,Middlesex County MA
488,MA,Middlesex,marlborough,2016-03-01,boy was victim of anti-semitic bullying in school.,1507,25017,Middlesex County MA
489,MA,Middlesex,melrose,2018-11-01,swastika vandalism discovered in a bathroom at a middle school.,6828,25017,Middlesex County MA
490,MA,Middlesex,melrose,2019-05-01,a bathroom at a middle school was vandalized with graffiti that included two swastika drawings.,10276,25017,Middlesex County MA
491,MA,Middlesex,natick,2016-01-01,high school student victim of anti-semitic verbal harassment.,1690,25017,Middlesex County MA
492,MA,Middlesex,natick,2016-12-01,anti-semitic graffiti found in middle school bathroom.,1689,25017,Middlesex County MA
493,MA,Middlesex,newton,2016-02-01,"swastika drawn in the snow; ""burn the jews"" written in school bathroom.",1755,25017,Middlesex County MA
494,MA,Middlesex,newton,2016-03-01,"""burn the jews"" written in school bathroom.",1756,25017,Middlesex County MA
495,MA,Middlesex,newton,2016-03-01,swastika and message promoting anti-semitism found in girl's bathroom of high school.,1762,25017,Middlesex County MA
496,MA,Middlesex,newton,2016-04-01,swastika found drawn in dust of stairwell at middle school.,1764,25017,Middlesex County MA
497,MA,Middlesex,newton,2016-04-01,swastika graffiti discovered in high school bathroom.,1765,25017,Middlesex County MA
498,MA,Middlesex,newton,2016-05-01,swastika was found on stool in classroom.,1767,25017,Middlesex County MA
499,MA,Middlesex,newton,2016-05-01,small swastika found carved into table at school.,1768,25017,Middlesex County MA
500,MA,Middlesex,newton,2016-10-01,anti-semitic images and statements found on hacked google document of middle school student.,987,25017,Middlesex County MA
501,MA,Middlesex,newton,2016-10-01,swastika made of rubber pellets found on bench near a school athletic field.,1772,25017,Middlesex County MA
502,MA,Middlesex,newton,2016-11-01,two incidents of swastikas carved into benches in high school locker room.,1770,25017,Middlesex County MA
503,MA,Middlesex,newton,2017-01-01,"pro-trump jewish student was called a ""nazi"" by classmates.",3433,25017,Middlesex County MA
504,MA,Middlesex,newton,2017-02-01,swastika drawn in turf at local schoolyard.,3437,25017,Middlesex County MA
505,MA,Middlesex,newton,2017-03-01,bomb threat - solomon schechter day school,3457,25017,Middlesex County MA
506,MA,Middlesex,newton,2018-01-01,swastika drawing discovered on classroom wall.,5578,25017,Middlesex County MA
507,MA,Middlesex,newton,2018-04-01,middle school student drew a swastika on a class assignment.,5829,25017,Middlesex County MA
508,MA,Middlesex,newton,2018-05-01,a swastika drawing was discovered in the in the boys bathroom at a high school.,6082,25017,Middlesex County MA
509,MA,Middlesex,newton,2019-01-01,students at a middle school traced a swastika and phallic imagery into the snow.,9514,25017,Middlesex County MA
510,MA,Middlesex,newton,2019-05-01,"a desk was at a middle school was vandalized with a swastika and the message ""i will kill you.""",10275,25017,Middlesex County MA
511,MA,Middlesex,newton,2019-10-01,swastika etchings were found on property at a jewish day school.,10508,25017,Middlesex County MA
512,MA,Middlesex,reading,2018-02-01,a drawing of a swastika was discovered in a desk cubby at a high school.,5686,25017,Middlesex County MA
513,MA,Middlesex,reading,2018-05-01,a swastika drawing was discovered on a desk at a high school.,6085,25017,Middlesex County MA
514,MA,Middlesex,reading,2018-10-01,a student discovered two swastikas drawn into a classroom bench at a high school.,6593,25017,Middlesex County MA
515,MA,Middlesex,reading,2018-10-01,swastika etching discovered on a desk at a high school.,6641,25017,Middlesex County MA
516,MA,Middlesex,reading,2018-10-01,a swastika was discovered to have been etched into a desk at a high school.,6620,25017,Middlesex County MA
517,MA,Middlesex,reading,2018-11-01,swastika graffiti discovered in a bathroom at a high school.,6839,25017,Middlesex County MA
518,MA,Middlesex,reading,2018-11-01,swastika graffiti discovered in a stairwell at a high school.,6838,25017,Middlesex County MA
519,MA,Middlesex,reading,2018-12-01,swastika graffiti discovered in a classroom at a high school.,7064,25017,Middlesex County MA
520,MA,Middlesex,reading,2019-06-01,swastika vandalism was discovered in the locker room bathroom at reading memorial high school.,10335,25017,Middlesex County MA
521,MA,Middlesex,sudbury,2018-01-01,student made an anti-semitic comment to a jewish student at an elementary school.,5514,25017,Middlesex County MA
522,MA,Middlesex,waltham,2019-01-01,"during a basketball game held at a jewish school, a member of the opposing team from a non-jewish school made anti-semitic comments to students from the jewish team.",9513,25017,Middlesex County MA
523,MA,Middlesex,watertown,2018-09-01,swastika vandalism was discovered in a bathroom at an elementary school.,6462,25017,Middlesex County MA
524,MA,Middlesex,watertown,2019-05-01,swastika vandalism discovered in a bathroom at a middle school.,10273,25017,Middlesex County MA
525,MA,Middlesex,wayland,2018-03-01,student discovered a swastika drawn with cleaning fluid on the wall of an elevator at their high school.,5768,25017,Middlesex County MA
526,MA,Middlesex,weston,2019-05-01,a desk in a classroom at a middle school was vandalized with a drawing of a swastika.,10272,25017,Middlesex County MA
527,MA,Middlesex,winchester,2019-12-01,students were sent a photo of another student wearing a mask with a swastika drawn on it via snapchat.,12204,25017,Middlesex County MA
528,MA,Norfolk,brookline,2018-01-01,a swastika was drawn into a desk at a school.,5566,25021,Norfolk County MA
529,MA,Norfolk,brookline,2018-12-01,swastika etching discovered on a window in a classroom at a middle school.,7112,25021,Norfolk County MA
530,MA,Norfolk,brookline,2019-05-01,the jewish student union sign at a high school was defaced with a swastika.,9774,25021,Norfolk County MA
531,MA,Norfolk,canton,2018-01-01,"at least three students dressed as hitler for an assignment on ""a person they admire.""",5518,25021,Norfolk County MA
532,MA,Norfolk,dedham,2018-01-01,"on the bus home from school, an elementary school-aged boy was choked by another student and told: ""i want to kill you because you are jewish.""",5597,25021,Norfolk County MA
533,MA,Norfolk,foxborough,2019-05-01,a swastika was drawn on the ground at ahern middle school.,10279,25021,Norfolk County MA
534,MA,Norfolk,franklin,2017-01-01,swastika discovered in boys bathroom in middle school.,3427,25021,Norfolk County MA
535,MA,Norfolk,medfield,2019-09-01,repeated anti-semitic bullying of jewish student.,9956,25021,Norfolk County MA
536,MA,Norfolk,milton,2016-12-01,swastika graffiti discovered in middle school bathroom.,1582,25021,Norfolk County MA
537,MA,Norfolk,needham,2016-11-01,"jewish high school student told to ""go back to the concentration camp"" by football teammate.",1693,25021,Norfolk County MA
538,MA,Norfolk,needham,2018-05-01,a swastika drawing was discovered in the lobby of a high school.,6051,25021,Norfolk County MA
539,MA,Norfolk,needham,2018-11-01,racist and anti-semitic graffiti discovered in a middle school. ,6906,25021,Norfolk County MA
540,MA,Norfolk,needham,2018-12-01,"swastika, homophobic, and racist graffiti discovered at a high school.",7129,25021,Norfolk County MA
541,MA,Norfolk,needham,2018-12-01,swastika and racist vandalism discovered in a school bathroom.,7052,25021,Norfolk County MA
542,MA,Norfolk,needham,2019-09-01,swastika found in restroom at needham high school.,10452,25021,Norfolk County MA
543,MA,Norfolk,needham,2019-09-01,three small swastikas scratched into a bathroom stall at needham high school.,10458,25021,Norfolk County MA
544,MA,Norfolk,needham,2019-12-01,school administrators at mitchell elementary school reported that an anti-semitic incident had occurred between fifth-grade students.,12226,25021,Norfolk County MA
545,MA,Norfolk,quincy,2019-11-01,swastikas were spray-painted on the exterior of beechwood knoll elementary school.,10904,25021,Norfolk County MA
546,MA,Norfolk,sharon,2016-10-01,anti-semitic flyer sent to jewish school.,2273,25021,Norfolk County MA
547,MA,Norfolk,sharon,2016-11-01,"swastikas found on middle school students' papers, school bulletin board, and paper covering a bookshelf.",2274,25021,Norfolk County MA
548,MA,Norfolk,sharon,2018-04-01,student at a middle school discovered swastika drawings on their desk.,5863,25021,Norfolk County MA
549,MA,Norfolk,sharon,2018-11-01,"student was disparagingly referred to as ""jewboy"" by student of opposing sports team.",6701,25021,Norfolk County MA
550,MA,Norfolk,sharon,2019-05-01,a swastika and racial slur were written on a white board at sharon high school.,9772,25021,Norfolk County MA
551,MA,Norfolk,stoughton,2016-11-01,"high school student tried to give jewish student a piece of paper with a swastika and ""burn the jews.""",2380,25021,Norfolk County MA
552,MA,Norfolk,stoughton,2017-10-01,a student at stoughton high school drew a swastika during a group project to make up designs for a flag.,3543,25021,Norfolk County MA
553,MA,Norfolk,stoughton,2018-04-01,a swastika drawing was found in a bathroom at a public high school.,5866,25021,Norfolk County MA
554,MA,Norfolk,stoughton,2018-10-01,jewish student victim of anti-semitic bullying by peers at school.,6487,25021,Norfolk County MA
555,MA,Norfolk,walpole,2018-01-01,"student drew a swastika, nazi flag, and wrote ""heil hitler"" on a school desk in a jewish teacher's classroom.",5581,25021,Norfolk County MA
556,MA,Norfolk,wellesley,2016-10-01,swastika etched into computer at a high school.,2609,25021,Norfolk County MA
557,MA,Norfolk,wellesley,2019-05-01,students at a middle school targeted jewish students with anti-semitic jokes.,9777,25021,Norfolk County MA
558,MA,Norfolk,wellesley,2019-06-01,swastikas were found drawn in a school bathroom at wellesley middle school.,10337,25021,Norfolk County MA
559,MA,Norfolk,wellesley,2019-09-01,high school property vandalized with swastika.,10455,25021,Norfolk County MA
560,MA,Norfolk,wellesley,2019-10-01,swastika vandalism discovered at a middle school.,10513,25021,Norfolk County MA
561,MA,Norfolk,westwood,2019-04-01,swastika vandalism discovered in a bathroom at a middle school.,10197,25021,Norfolk County MA
562,MA,Norfolk,westwood,2019-05-01,swastika vandalism discovered in a bathroom at thurston middle school.,10270,25021,Norfolk County MA
563,MA,Plymouth,brockton,2019-01-01,"a swastika and the words ""white power"" were written in a bathroom stall at a middle school.",10031,25023,Plymouth County MA
564,MA,Plymouth,duxbury,2017-05-01,a middle school student and a high school student defaced school property with a swastika.,3494,25023,Plymouth County MA
565,MA,Plymouth,hanover,2018-01-01,swastika drawing discovered in a bathroom at a high school.,5567,25023,Plymouth County MA
566,MA,Plymouth,norwell,2018-02-01,students at norwell high school drew swastikas on their bodies and then sent pictures of themselves to other students in a harassing manner.,5601,25023,Plymouth County MA
567,MA,Plymouth,norwell,2018-03-01,a drawing of a swastika was found on the playground at an elementary school.,5774,25023,Plymouth County MA
568,MA,Plymouth,norwell,2019-09-01,playground equipment at a school was vandalized with swastika graffiti.,10456,25023,Plymouth County MA
569,MA,Plymouth,pembroke,2016-06-01,"""hitler worshiper"" and ""the jew shanker"" written in middle school student's yearbook.",1899,25023,Plymouth County MA
570,MA,Suffolk,boston,2016-03-01,student spectators at high school basketball game yelled anti-semitic taunts at opposing team's fans.,468,25025,Suffolk County MA
571,MA,Suffolk,boston,2018-11-01,a swastika was drawn on a student's notebook.,6800,25025,Suffolk County MA
572,MA,Suffolk,boston,2018-11-01,swastika vandalism discovered in a bathroom at a prep school.,6935,25025,Suffolk County MA
573,MA,Suffolk,boston,2018-11-01,swastika graffiti discovered in the bathroom of a school.,6934,25025,Suffolk County MA
574,MA,Suffolk,boston,2019-10-01,jewish student subjected to ongoing anti-semitic harassment by peers.,9998,25025,Suffolk County MA
575,MA,Suffolk,winthrop,2016-05-01,swastika vandalism discovered in high school.,2686,25025,Suffolk County MA
576,MA,Worcester,upton,2016-04-01,"middle school student called teacher a ""kike.""",1774,25027,Worcester County MA
577,MA,Worcester,westborough,2016-06-01,two middle school students drew swastikas in other students' yearbooks.,2634,25027,Worcester County MA
578,MD,Anne Arundel,annapolis,2017-02-01,bomb threat - aleph-bet jewish day school,3604,24003,Anne Arundel County MD
579,MD,Anne Arundel,arnold,2019-01-01,swastika vandalism discovered inside a bathroom at severn river middle school.,10030,24003,Anne Arundel County MD
580,MD,Carroll,marriottsville,2018-12-01,swastika graffiti in school.,7134,24013,Carroll County MD
581,MD,Howard,ellicott city,2019-01-01,a swastika and phallic imagery were traced into the snow at howard high school.,9512,24027,Howard County MD
582,MD,Montgomery,ashton,2017-03-01,middle school students made nazi references and drew swastikas.,3606,24031,Montgomery County MD
583,MD,Montgomery,bethesda,2019-03-01,graffiti that included a swastika and an expletive was discovered in a bathroom at bannockburn elementary school.,10135,24031,Montgomery County MD
584,MD,Montgomery,bethesda,2019-11-01,a student at bethesda-chevy chase high school discovered swastika graffiti in a bathroom at the school.,10877,24031,Montgomery County MD
585,MD,Montgomery,kensington,2017-01-01,swastika graffiti in multiple places at high school.,3601,24031,Montgomery County MD
586,MD,Montgomery,kensington,2019-05-01,swastika graffiti discovered in a bathroom at silver creek middle school over the course of three days.,10266,24031,Montgomery County MD
587,MD,Montgomery,kensington,2019-11-01,school desk vandalized with swastika drawing at silver creek middle school.,10901,24031,Montgomery County MD
588,MD,Montgomery,potomac,2018-10-01,a swastika was drawn on a classroom desk at winston churchill high school.,6663,24031,Montgomery County MD
589,MD,Montgomery,rockville,2017-02-01,bomb threat - charles e. smith jewish day school,3603,24031,Montgomery County MD
590,MD,Montgomery,rockville,2019-01-01,swastika vandalism discovered at richard montgomery high school.,10029,24031,Montgomery County MD
591,MD,Montgomery,silver spring,2019-03-01,"during a spanish class at a middle school, the teacher told the class that ""the jews killed jesus"" because ""that's just what the catholics and christians believe.""",9634,24031,Montgomery County MD
592,MD,Prince George's,hyattsville,2019-10-01,a swastika and phallic imagery were spray-painted on walls in a high school.,12026,24033,Prince George's County MD
593,ME,Cumberland,cumberland,2018-11-01,swastikas and a star of david were drawn in a bathroom at a high school.,6887,23005,Cumberland County ME
594,MI,Kent,grand rapids,2017-05-01,"swastikas, a racial slur, and a homophobic message spray painted outside forest hills central high school.",3652,26081,Kent County MI
595,MI,Kent,grand rapids,2018-12-01,elementary school student was told by peer that she was not invited to the holiday party because she is jewish.,7018,26081,Kent County MI
596,MI,Kent,grand rapids,2019-10-01,jewish student at an elementary school found a swastika drawing on the bottom of her school desk.,9994,26081,Kent County MI
597,MI,Macomb,l'anse creuse,2016-03-01,"jewish student told to ""burn in the ovens with the other jews.""",1272,26099,Macomb County MI
598,MI,Macomb,warren,2019-06-01,three middle school students drew swastikas using chalk on the sidewalk at their elementary school.,9841,26099,Macomb County MI
599,MI,Mason,ludington,2017-11-01,a school district's google maps page was altered with swastikas.,3661,26105,Mason County MI
600,MI,Oakland,birmingham,2017-02-01,swastikas spray painted in bathrooms at derby middle school,3644,26125,Oakland County MI
601,MI,Oakland,birmingham,2019-06-01,middle school students used a group chat to share anti-semitic and racist messages.,9843,26125,Oakland County MI
602,MI,Oakland,birmingham,2019-06-01,a swastika was drawn on a student's yearbook at school.,9842,26125,Oakland County MI
603,MI,Oakland,bloomfield hills,2016-11-01,student made anti-semitic comments to jewish student.,255,26125,Oakland County MI
604,MI,Oakland,bloomfield hills,2016-11-01,etching of swastika discovered on school property.,256,26125,Oakland County MI
605,MI,Oakland,bloomfield hills,2016-11-01,non-jewish student verbally threatened and harassed jewish student.,254,26125,Oakland County MI
606,MI,Oakland,bloomfield hills,2018-11-01,jewish high school student was taunted by peers with an anti-semitic song.,6809,26125,Oakland County MI
607,MI,Oakland,commerce,2018-03-01,swastika drawing discovered in the bathroom at a middle school.,5771,26125,Oakland County MI
608,MI,Oakland,walled lake,2016-11-01,"jewish student told by another student, ""all jews should go back to auschwitz.""",2535,26125,Oakland County MI
609,MI,Oakland,west bloomfield,2018-05-01,"the message: ""god hates jews"" was discovered engraved on an elementary school playground.",6079,26125,Oakland County MI
610,MI,Oakland,wixom,2016-04-01,jewish student experienced anti-semitic harassment at school.,2687,26125,Oakland County MI
611,MI,Ottawa,grand rapids,2017-05-01,"swastikas, a racial slur, and a homophobic message spray painted outside forest hills central high school.",3652,26139,Ottawa County MI
612,MI,Ottawa,grand rapids,2018-12-01,elementary school student was told by peer that she was not invited to the holiday party because she is jewish.,7018,26139,Ottawa County MI
613,MI,Ottawa,grand rapids,2019-10-01,jewish student at an elementary school found a swastika drawing on the bottom of her school desk.,9994,26139,Ottawa County MI
614,MI,Washtenaw,ann arbor,2016-10-01,jewish student heard shouting outside his house about jews controlling economy and other anti-semitic stereotypes.,1183,26161,Washtenaw County MI
615,MI,Washtenaw,ann arbor,2017-02-01,bomb threat - hebrew day school of ann arbor,3648,26161,Washtenaw County MI
616,MI,Washtenaw,ypsilanti,2018-10-01,"graffiti discovered in a bathroom at a school that included racist and anti-semitic messages including ""i hate jews.""",6686,26161,Washtenaw County MI
617,MI,Wayne,detroit,2016-11-01,anti-semitic art featured student exhibition.,760,26163,Wayne County MI
618,MI,Wayne,plymouth,2017-10-01,wood chips were used to create a swastika on the playground of an elementary school.,3659,26163,Wayne County MI
619,MN,Dakota,burnsville,2018-09-01,"student at a high school told others ""gas the jews"" and performed a nazi salute.",6432,27037,Dakota County MN
620,MN,Dakota,eagan,2019-01-01,jewish high school student harassed with anti-semitic jokes from classmates.,9517,27037,Dakota County MN
621,MN,Dakota,rosemount,2016-05-01,swastika drawn on jewish middle school student's locker.,2091,27037,Dakota County MN
622,MN,Dakota,saint paul,2019-11-01,a student submitted homework to his jewish teacher that included a meme of pepe the frog wearing a nazi ss helmet.,12071,27037,Dakota County MN
623,MN,Hennepin,minneapolis,2016-11-01,jewish high school student discovered swastikas drawn on his notebook by other students.,1604,27053,Hennepin County MN
624,MN,Hennepin,minneapolis,2018-06-01,"elementary school student told peer that ""if you are jewish, then i hate you.""",6136,27053,Hennepin County MN
625,MN,Hennepin,minneapolis,2018-07-01,"k-12 student posted a video of another student saying: ""i don't like jewish people. i don't like jewish people because they feel entitled because of the holocaust."" ",6238,27053,Hennepin County MN
626,MN,Hennepin,minneapolis,2019-08-01,graffiti with swastika and anti-semitic slur found at lake harriet community school's upper campus. ,10411,27053,Hennepin County MN
627,MN,Hennepin,minnetonka,2016-11-01,"high school students chanted ""jews and hispanics go home!"" in aftermath of 2016 presidential election.",1618,27053,Hennepin County MN
628,MN,Hennepin,minnetonka,2019-01-01,"jewish student at a high school verbally harassed with anti-semitic jokes including, ""what's the difference between jews and coal? jews burn longer.""",9516,27053,Hennepin County MN
629,MN,Hennepin,minnetonka,2019-01-01,"students at a high school posted a photo of themselves doing the nazi salute, seemingly to intimidate fellow jewish students.",9518,27053,Hennepin County MN
630,MN,Hennepin,minnetonka,2019-11-01,during class a student at a junior high school directed the sieg heil at classmates.,12116,27053,Hennepin County MN
631,MN,Hennepin,minnetonka,2019-11-01,"a student at a junior high school made an anti-semitic joke to his class telling them, ""when you ask a jewish girl for her phone number she rolls up her sleeve.""",12058,27053,Hennepin County MN
632,MN,Hennepin,minnetonka,2019-12-01,students were heard making holocaust jokes in school.,12243,27053,Hennepin County MN
633,MN,Hennepin,orono,2018-02-01,"a jewish middle school student heard another student say: ""damn jewish kids"" as she was passing in the hall.",5634,27053,Hennepin County MN
