,state,county,city,date,description,adl_id,fips_county,CountyState
1067,TX,Travis,austin,2019-10-01,jewish student at a middle school bullied and harassed by classmates. on one occasion they taunted him asking if he was going to dress as a holocaust victim for halloween.,12042,48453,Travis County TX
1068,TX,Williamson,round rock,2016-05-01,jewish middle school student victim of anti-semitic harassment.,2094,48491,Williamson County TX
1069,UT,Davis,kaysville,2019-10-01,a student at creekside elementary school wore a hitler costume in the school's halloween parade. the costume included a swastika on the sleeve of the student's shirt.,10011,49011,Davis County UT
1070,UT,Salt Lake,bluffdale,2018-10-01,"middle school student bullied by another student who disparagingly called him ""jewy.""",6507,49035,Salt Lake County UT
1071,UT,Salt Lake,millcreek,2018-11-01,"student yelled ""heil hitler all jews should die"" in school.",6801,49035,Salt Lake County UT
1072,UT,Salt Lake,salt lake city,2016-11-01,teachers made jewish students wear yellow stars in lesson about immigration and discrimination.,2116,49035,Salt Lake County UT
1073,UT,Salt Lake,salt lake city,2018-04-01,a student drew swastikas on another student's cast.,5880,49035,Salt Lake County UT
1074,UT,Salt Lake,salt lake city,2019-01-01,a jewish student and a chinese student were harassed by other students with anti-semitic and racist jokes.,9538,49035,Salt Lake County UT
1075,UT,Salt Lake,sandy,2016-10-01,jewish student overheard anti-semitic joke regarding the holocaust at school.,2214,49035,Salt Lake County UT
1076,UT,Summit,park city,2017-02-01,jewish students harassed with anti-semitic language by their classmates.,4647,49043,Summit County UT
1077,VA,Chesterfield,richmond,2019-05-01,"anti-semitic, racist, and threatening graffiti was spray-painted on the walls at godwin high school.",10320,51041,Chesterfield County VA
1078,VA,Alexandria city,alexandria,2019-10-01,instagram account targeted a middle school aged boy with an image of a swastika.,10829,51510,Alexandria city County VA
1079,VA,Richmond city,richmond,2019-05-01,"anti-semitic, racist, and threatening graffiti was spray-painted on the walls at godwin high school.",10320,51760,Richmond city County VA
1080,VA,Fairfax,annandale,2019-04-01,"anti-semitic, racist, and homophobic graffiti was discovered at annandale high school.",10247,51059,Fairfax County VA
1081,VA,Fairfax,burke,2016-11-01,"high school football players and their families received a flood of nazi, pornographic, and anti-semitic hate messages.",422,51059,Fairfax County VA
1082,VA,Fairfax,fairfax,2017-02-01,bomb threat - gesher jewish day school,4654,51059,Fairfax County VA
1083,VA,Falls Church city,falls church,2019-02-01,three swastikas were carved into a playground canopy at at mount daniel elementary school.,10113,51610,Falls Church city County VA
1084,VA,Henrico,richmond,2019-05-01,"anti-semitic, racist, and threatening graffiti was spray-painted on the walls at godwin high school.",10320,51087,Henrico County VA
1085,VA,Loudoun,ashburn,2017-08-01,a swastika was discovered in a bathroom stall at briar woods high school.,4669,51107,Loudoun County VA
1086,VA,Loudoun,leesburg,2016-11-01,jewish student victim of anti-semitic harassment.,1304,51107,Loudoun County VA
1087,VA,Manassas city,manassas,2018-12-01,swastika and kkk graffiti at high school.,7137,51683,Manassas city County VA
1088,VA,Prince William,woodbridge,2017-10-01,swastika graffiti at school.,4673,51153,Prince William County VA
1089,VA,Virginia Beach city,virginia beach,2018-06-01,"a jewish student discovered swastika graffiti at their middle school, and also reported an anti-semitic instagram account run by other students.",6181,51810,Virginia Beach city County VA
1090,VA,Virginia Beach city,virginia beach,2018-06-01,anti-semitic instagram page was being run by fellow students.,6140,51810,Virginia Beach city County VA
1091,VT,Bennington,manchester,2019-12-01,a school desk was vandalized with a drawing of a swastika.,12173,50003,Bennington County VT
1092,VT,Chittenden,burlington,2016-02-01,students received an email that denied the events of the holocaust.,425,50007,Chittenden County VT
1093,VT,Chittenden,hinesburg,2019-01-01,a high school was defaced with graffiti that included a swastika and the n-word.,10062,50007,Chittenden County VT
1094,VT,Lamoille,morristown,2018-08-01,a schools' softball field was defaced with swastika graffiti.,6358,50015,Lamoille County VT
1095,VT,Lamoille,stowe,2018-08-01,law enforcement reported that a large white swastika was painted onto a school field.,6380,50015,Lamoille County VT
1096,VT,Lamoille,stowe,2018-10-01,a swastika was carved into a table in a classroom.,6599,50015,Lamoille County VT
1097,WA,Clark,vancouver,2018-02-09,an unknown person or group distributed white supremacist flyers outside a public school.,2525,53011,Clark County WA
1098,WA,King,fall city,2019-01-01,a desk at a middle school was vandalized with a nazi symbol the same day as holocaust remembrance day.,10064,53033,King County WA
1099,WA,King,redmond,2019-05-01,a jewish high school student's school project was vandalized with swastika images.,9810,53033,King County WA
1100,WA,King,seattle,2018-10-01,"students at a high school published a newsletter called ""the money jew"" that was filled with anti-semitic propaganda.",6518,53033,King County WA
1101,WA,King,seattle,2018-10-01,a school desk was vandalized with swastika graffiti.,6611,53033,King County WA
1102,WA,King,seattle,2019-05-01,graffiti that included swastikas and white supremacist messaging was discovered in multiple locations at a high school.,10322,53033,King County WA
1103,WA,Snohomish,snohomish,2018-11-01,"students received notifications for hotspot networks that were anti-semitic, discriminatory, and racist.",6737,53061,Snohomish County WA
1104,WA,Thurston,olympia,2016-06-01,students received an email that denied the events of the holocaust.,1832,53067,Thurston County WA
1105,WI,Crawford,prairie du chien,2018-12-01,a school desk was vandalized with swastika graffiti.,7133,55023,Crawford County WI
1106,WI,Crawford,prairie du chien,2019-05-01,"a student created a profile for a online class game with the username ""killzejews."" the student also said that the holocaust will always be funny.",9815,55023,Crawford County WI
1107,WI,Dane,madison,2018-12-01,anti-semitic flyers were posted on the exterior of a middle school.,6995,55025,Dane County WI
1108,WI,Dane,madison,2019-08-01,a star of david with a swastika inside it was drawn on a back to school chalkboard.,9936,55025,Dane County WI
1109,WI,Dane,middleton,2018-12-01,"jewish high school student called a ""stupid jew"" by another student.",6994,55025,Dane County WI
1110,WI,Jefferson,sumner,2016-11-01,"high school student told peers: ""we have to get rid of the jews once and for all.""",2387,55055,Jefferson County WI
1111,WI,Milwaukee,bayside,2019-11-01,middle school student made a disparaging remark about jews during a history lesson.,12082,55079,Milwaukee County WI
1112,WI,Milwaukee,glendale,2016-05-01,drawing of swastika discovered on desk in classroom.,980,55079,Milwaukee County WI
1113,WI,Milwaukee,milwaukee,2016-08-01,a jewish student was repeatedly targeted with anti-semitic comments from other students.,1589,55079,Milwaukee County WI
1114,WI,Milwaukee,milwaukee,2016-11-01,jewish high school student's locker defaced with swastika graffiti.,1596,55079,Milwaukee County WI
1115,WI,Milwaukee,milwaukee,2016-11-01,a high school student presented a jewish student with a drawing of hitler.,1592,55079,Milwaukee County WI
1116,WI,Milwaukee,milwaukee,2016-11-01,middle school students expressed support for hitler during a mock election.,1591,55079,Milwaukee County WI
1117,WI,Milwaukee,milwaukee,2018-09-01,jewish school received an anti-semitic and threatening email.,6421,55079,Milwaukee County WI
1118,WI,Milwaukee,milwaukee,2018-11-01,anti-semitic harassment on school bus.,6727,55079,Milwaukee County WI
1119,WI,Milwaukee,milwaukee,2019-11-01,middle school student made anti-semitic comments to classmates.,12050,55079,Milwaukee County WI
1120,WI,Rock,milton,2019-09-01,students at milton high school formed a human swastika on the gym floor at their school.,10916,55105,Rock County WI
1121,WI,Sauk,baraboo,2018-05-01,male students at baraboo high school posed for their senior class picture using the heil hitler salute.,6762,55111,Sauk County WI
1122,WI,Sauk,baraboo,2018-12-18,an unknown person or group posted anti-semitic fliers at a school.,5241,55111,Sauk County WI
1123,WI,Waukesha,waukesha,2019-03-01,"a jewish middle school student was asked by a classmate if he is jewish, when he said yes the classmate said that he hated him.",9682,55133,Waukesha County WI
1124,WI,Waukesha,waukesha,2019-04-01,"jewish middle school student harassed by another student who told the jewish student that ""you should go die in a gas chamber,"" ""heil hitler,"" and ""bring back hitler so he can kill all the jews.""",9740,55133,Waukesha County WI
